id,season,no_of_episode_season,title,imdb_rating,synopsis
364,19,15,Customer of the Week,7.3,"After an early morning of being neglected or grossed out by her family's misbehavior (including Brian's anal gland issues), Lois goes to her favorite coffee shop House of Brews, and befriends all of the baristas there in hopes of earning the somewhat-coveted ""Customer of the Week"" award. However, after an angry Lois is passed over twice, Lois drugs a female barista with a bad peanut allergy by putting peanuts in her car so she can ""rescue"" her, only for the employee to get injured in a car accident while having an allergic reaction. Lois then learns that the House of Brews has surveillance cameras of the parking lot, so she kidnaps a worker who witnessed her, and later kidnaps his two roommates at his place, all while insisting she is a ""good person"". Joe and his fellow police officers figure out the story and arrest Lois. After serving six months in Quahog State Prison, Lois heads to a coffee shop named New Day Coffee in Westerly that also has a ""Customer of the Week"" board. While acting pleasant to the barista there, Lois takes offense that her large $5.00 tip is unnoticed."
365,19,16,Who's Brian Now?,6.7,"Peter refuses to get a haircut because his usual barber Jerry has died causing it to grow out enough to become prehensile. One of Peter's antics that had Brian check up on him has him and Peter chased by Joe and his fellow police officers. After being rescued from a drunken coma, Brian's microchip is scanned and he learns that he was previously owned by the Hendersons, a family much smarter and richer than the Griffins. Fed up with his current family's antics, Brian moves in with his old owners but regrets it when Mr. Henderson (Cary Elwes) and Mrs. Henderson (Judy Greer) turn out to be condescending, religious, and treat him like a pet as opposed to an equal. When the Griffins cannot properly function without their dog, Peter breaks into the Hendersons' house to get him back while assaulting them in a Road House callback. Brian concludes that he would rather be a smart person in a dumb family as opposed to the other way around. Joe arrives to arrest Peter for breaking into the Hendersons' house and assaulting them. In the presence of the injured Hendersons, Peter is on trial as a female judge asks the jury, composed of Patrick Swayze clones, if they have reached their verdict. The jury finds him not guilty as a Patrick Swayze clone states that no one backs Peter in a corner, leaving Peter pleased with the result."
366,19,17,Young Parent Trap,7.2,"While attending an open house at Stewie's daycare, Peter and Lois are mistaken for millennial first-time parents and are persuaded to move into a trendy apartment complex and bring Stewie with them, hoping the experience would make them feel alive again. Meg and Chris are barely able to survive at home by themselves. Upon figuring out what their parents are up to thanks to a contact in Chris's chlorine sales side business, they disguise themselves as a millennial couple and attempt to expose their lies. The ruse eventually succeeds when the group heads to Quachella (Quahog's version of the Coachella Valley Music and Arts Festival). Lois and Peter out themselves after the walk from the parking lot to the festival wear them out. Despite this, they are relieved that they can be themselves again, and learn to accept that they are not young anymore. Chris later finds that Neil Goldman has squeezed him out of the catamaran side business by selling a catamaran to Cleveland and goes on to speak at a nurses' convention as an uninvited motivational speaker, while Stewie and the millennials' children are left in the apartment's swimming pool without adult supervision and the millennials' kids drown, with Stewie as the sole survivor."
367,19,18,Meg Goes to College,6.7,"Out of a desire to be spoiled in their golden years, Peter and Lois fake an application to get Meg into Brown University. Peter joins her on campus and while annoying her with his antics, he accidentally lets the truth slip out. Meg strives to prove she can do everything on the false application but ends up failing the last challenge: windsurfing over Providence Falls. Meanwhile, Brian finds that he cannot catch squirrels as well as he used to, so Stewie offers to get him in shape, but his coaching proves ineffective. Doug steps in as his replacement, but despite doing a better job, Brian fires him when he sees how upset working with Doug made Stewie. Brian then decides that working out is not for him."
368,19,19,Family Cat,7.1,"Peter, Quagmire, Cleveland, and Joe start their own failed HGTV show, resulting in a gaping hole in the Griffins' house that entices a cat to enter. The cat named Pouncy (Tracie Thoms) takes a liking to Meg. While the family approves of her adoption, Brian is suspicious about her motives. Quagmire is the only one who believes him since cats took over his life. His suspicions are proven true when Pouncy reveals she can talk and discloses her plan to turn Meg into a crazy cat lady. Brian attempts to warn the others, but no one takes him seriously, especially Meg who claims that having Pouncy around is a bright spot in her miserable life. However, she is soon proven wrong. Brian sets out to rescue Meg, fighting off an army of cats. Just before Pouncy's scheme can succeed, Quagmire intervenes and sacrifices himself to be their cat lady instead as he does a version of the closing number for Cats. Afterward, Brian promises to be a better dog for Meg."
369,19,20,Tales of Former Sports Glory,6.3,"At The Drunken Clam, Jerome mentions that the cable is down, which precludes the guys from watching sports. As a result of the cable being out, the bar TV only picks up local channels. The gang then decides to make up some ""sports-related"" stories of their own. Cleveland discloses his past as a Cuban baseball player who flees to the free world and joins the Toronto Blue Jays, only to have a violent reaction to the Canadian weather. Quagmire tells of being a tennis prodigy from New York, who finds success in the 70s, only for his career to dip afterward, ultimately ending in 2001. Spoofing Rocky, Peter explains how he was a wannabe Italian boxer from Philadelphia, who passes away in a vat of cream cheese after winning the championship. In the end, Joe disputes the validity of the stories and briefly mentions his experience with competitive aerobics."
370,20,1,LASIK Instinct,6.4,"Lois accidentally hits Doug with her car while dropping Stewie off at daycare. Doug's parents state in order to prevent them from pressing charges, Lois has to build Doug a tree house and go get her eyes checked, and she agrees to have the boys build it while she goes to the doctor to check out her vision. Dr. Hartman convinces Lois to get LASIK to correct her vision. However, the surgery is botched thanks to Dr. Hartman's cat, so she is rendered blind. Lois feels unseen as a result, so Meg, who feels unseen all the time, advises her mother to vent online, which is the only normal technique that makes her feel better. Lois becomes an internet celebrity as she starts the ICU program and exploits her condition for financial gain, but is surprised to discover her sight has come back. She attempts to keep the charade going until she accidentally outs herself on The Helen Disingenuous Show upon Reese Witherspoon bringing out a giant check, where she owns up to her mistakes. Meanwhile, after building Doug's tree house, the male Griffins are tasked to keep spending time with Doug in order to avoid a lawsuit by his father. Eventually, a fed up Stewie tells Doug they would rather be sued, since Peter basically has nothing, seeing as he drove Brian's car there. Stewie tries to call Doug's father to end the deal, but learns he was just faking the extra demands to make up for his father's neglect, and actually enjoyed their time together. Doug's dad arrives only to get his phone from Doug and immediately leaves to be with his mistress. While Brian and Chris plan to poop in the shoes of Doug's father, Stewie agrees to be friends with him in private as long as they remain rivals in public."
371,20,2,Rock Hard,6.1,"While at an old record store, Peter and his friends recount tales of three rock legends: Peter imagines himself as Jim Morrison, who founds The Doors alongside Ray Manzarek, but various personal issues start to affect his music career, culminating in his death via a heroin overdose. Spoofing Green Book, Jerome imagines himself as Muddy Waters (referred to as ""Muddy Drawers""), who sells his soul to the devil in order to better his musical ability. His music career ends up in ruins when his new Italian American friend steals his songs, revealing himself to be Elvis Presley, and gets famous without giving him credit, leaving Muddy stuck in obscurity. Stewie envisions himself as Elton John, who is pushed by his parents to become a gay musician. He then faces stress from his manager and drugs and manages to become a music icon. After being in the hospital, Elton wants him and his music writer to ""do where are they now"", only for him to be sad of how he ends up looking, then the two switch over to roasting Sean Hannity. After the stories, Peter states they should remember the four member band from the 60's who changed music forever. Quagmire thinks Peter is referring to The Beatles, but Peter says he was referring to The Trashmen, proceeding into a clip of ""Surfin' Bird"" with Peter, Cleveland, Joe and Quagmire as the band. NOTE: This episode was dedicated to Norm Macdonald, the original voice of Death, who had died the previous month from acute leukemia. However, the dedication is cut out from streaming versions."
372,20,3,Must Love Dogs,6.9,"On Halloween night, Quagmire meets a woman named Carrie taking her niece trick or treating and the two hit it off. On a subsequent date, she reveals that she is an avid dog lover. Quagmire is shocked at this, but lies about loving dogs as well in order to keep the relationship going, and asks Brian to pose as his dog. Brian agrees, but only so he can see the relationship fail; he ups the ante by making Carrie think Quagmire proposed, and she accepts. Once she moves in, Quagmire is horrified at how her many dogs are ruining his life and he reaches his wits' end at the engagement party as a party guest (Haley Tju) compliments the dogs. After getting trampled by her dogs due to him saying walk in his engagement speech, he reveals that he actually hates dogs and that he recruited Brian to help out. Carrie breaks up with him, not because of his tastes, but because he lied to her. Quagmire admits that Brian was right, but vows revenge on him for ruining the relationship. Meanwhile, Stewie discovers that half of his Halloween candy was stolen, and Chris tells him it was Peter who did the same to Chris when he was young and offers to help Stewie. Chris advises his brother to hide it in the backyard, but Stewie later finds that the rest of his candy was stolen and expresses great grief. Unbeknownst to him, Chris was working with Peter to rob Stewie."
373,20,4,80's Guy,6.7,"Peter gives Chris some 1980s movies so he can learn how to impress a girl. When this gets Chris in trouble upon him being brought home by Joe, Peter is chastised for referencing his favorite decade, as a lot of the values espoused by its entertainment have not aged well. Undeterred, Peter attempts to prove to the family the 80s are still good, but is convinced otherwise after killing the Caddyshack gopher. Meanwhile, Stewie is sick of Doug upstaging him, so he volunteers to retrieve a frisbee that landed at the top of the jungle gym, which Doug says is a death trap to kids. The next day, Stewie is prepared to climb, but is surprised when Doug plans to do it as well. The two race to the top, and although Stewie wins, his foot gets stuck. Doug offers to help him out, and the two have a heart-to-heart about their rivalry. Stewie gives Doug the frisbee, but learns their bonding was a ploy to get the frisbee and hog the glory, but Stewie frees himself and catches up. They both fall to the ground, but realize they were not as high up as they thought. They share the credit for retrieving the frisbee, only to find that the kids who watched them climb the jungle gym have all left and replaced with other kids who say what they did meant nothing to them. The boys assure they are now friends. Peter then tries to find other decades to explore, much to Lois' consternation. Peter is heartbroken at the fact that the 80s are no longer good and tries to commit suicide, but the Ghost of John Hughes tells him the 80s were simply a time of trying new things and convinces Peter to move on. and a movie is soon made about their adventure as Stewie sees the trailer. While he voices his opinion on Chris Pine portraying Doug and Paul Giamatti portraying him, Stewie gives it a shot when Chris Hemsworth portrays Stewie's thought girl."
374,20,5,Brief Encounter,6.5,"Peter and the guys discover Duds & Suds, a laundromat that sells beer, and decide to wash their clothes there, while also describing which brands of underwear they use. However, Peter and Quagmire end up switching briefs by mistake, and start acting like each other. Quagmire uses Peter's laugh, makes immature jokes, becomes obsessed with ""Surfin' Bird"" and has an unseen fight with Ernie the Giant Chicken; all the while Peter uses Quagmire's catchphrases, has excessive sex with Lois, and treats Brian with contempt. Meanwhile, Stewie wants to get rid of Chi Chi, a stuffed monkey that Lois gives him, since his presence complicates his relationship with Rupert. When Doug confesses to having a similar issue with Miss Tiggywinkles, the two agree to commit each other's murders. Doug ""kills"" Chi Chi by pushing him off a bookshelf, but Stewie is hesitant to kill Tiggywinkles upon finding that she is a real cat. Doug bribes Stewie with the chance to hang with Doug's kindergarten friends. Stewie bribes Brian into killing Tiggywinkles, but this attempt fails too when Tiggywinkles beats up Brian. Eventually, Tiggywinkles is either killed by Doug or died of natural causes. Either way, Doug prepares to send a photo of Stewie holding the cat. Stewie chases after Doug which gets interrupted when Doug's bully Tyler (Patton Oswalt) drives up and insults Doug. Doug mentions to Stewie that Tyler's ""Doug"" is his drunken stepfather. Joe eventually deduces that Peter and Quagmire swapped briefs. Even after they switch back, the two still feel awkward and figure that such an event destroys their masculinity and that they cannot be friends anymore. However, after Lois explains how it should not kill a friendship, Peter and Quagmire reconcile."
375,20,6,Cootie & The Blowhard,6.6,"Stewie learns that he has cooties after sharing the Play-Doh with a girl in his class. Doug, who is playing doctor, backs up her claim and states that he is terminal. Stewie makes several attempts to become at peace with his death and raise awareness of his disease, but Brian will not take him seriously. He eventually heads to Burlington to get put down, but Brian talks him out of it by stating that he should just feel lucky to be alive and value whatever time he has left, even going so far as to eat the ""tainted"" Play-Doh in solidarity. Meanwhile, Joe goes away on a stakeout after Brian's tenth birthday party. When Peter tries to find him at his house, Bonnie invites him to stay for dinner where he becomes addicted to her cooking and is unable to enjoy what Lois makes. Although he continues to eat behind his family's back, Peter has trouble keeping what happened at the Swansons' a secret, viewing it as an affair of sorts. He eventually comes clean only to find that Lois does not care about what he did as it makes things easier for her, but does feel a bit hurt by it."
376,20,7,Peterschmidt Manor,6.5,"Peter buys a new pitching machine and becomes obsessed with it. When he attempts to use it to unclog a toilet, he ends up flooding the house, forcing the Griffins to live at Pewterschmidt Manor for the time being. Carter needs them to stay so he can attend the funeral of Lois' childhood nanny Meredith who abruptly quit while she was still young. While Lois heads off to the funeral with Carter, the others turn the manor into a hotel. Amidst all the shenanigans, Stewie and Brian attempt to set up Elle Hitler with Dr. Hartman, but ends up causing a love triangle between them and Principal Shepherd. When Elle chooses Hartman because he has money, Stewie ties up loose ends by tripping Hartman's mother into Shepherd's arms. Meanwhile, Lois and Carter make the drive to the funeral home three states over. Through Meredith's intermittently blind sister Jacqueline, Lois learns that Meredith was actually fired by Carter after Babs learned the two had an affair. Lois is furious at her father for ruining her childhood and ridding her of the one person who was there for her. While refusing to speak to him after the funeral, she falls asleep on the drive home as Carter calls in a favor from someone who he previously picked up from LAX. Arriving home, Carter shows Lois a man-made lake near his house where Lois can hang out whenever she misses Meredith."
377,20,8,The Birthday Bootlegger,6.6,"Peter is put in charge of extravagant monthly celebrations at the brewery in order to celebrate office birthdays including the musical number ""June is Busting Out All Over"" with Leslie Uggams, but these are soon quelled by the new manager Preston Lloyd (Peter Macon) who favors productivity above all else. Peter retaliates by throwing speakeasy-type secret parties inside an overlooked conference room. During one celebration, he borrows Marty McFly's amp and the noise gives him away due to it being near Preston's office where the sound knocks everything off his wall. This causes Preston to fire him. Meanwhile, Stewie pulls a prank on Doug and gives him a nosebleed, earning him his third strike and thus a one-day detention at the elementary school which Miss Tammy takes him to across the street. He views this as actual prison and comes out a ruffian, taking his anger out on his family. He tortures Chris by forcing him to watch a kiddie cartoon and threatens Rupert over not visiting him during detention. Lois manages to calm him down with a bubble bath, although he still has a back tattoo from the experience much to Brian's surprise. When Peter shows up at the office to collect his belongings, Opie, Stella, and the other workers show solidarity with him. This convinces Preston to rehire him, figuring that the employees might be more willing to work if they get to party each month."
378,20,9,The Fatman Always Rings Twice,7.6,"In a 1940s film noir version of Quahog, Mac Bookpro (Peter Griffin) is a ""Private Dick"", who has just solved a case involving the unfaithful wife of Seamus. Soon after, he is greeted by Heddy Toothbrace (Lois Griffin), who asks him to investigate the case of her missing daughter, Sister Megan (Meg Griffin). Mac searches various places and starts to suspect Cardinal St. Louis (Carter Pewterschmidt), but after almost getting assaulted by Bogey (Mort Goldman) and Bacaw (Ernie the Giant Chicken), he soon hears about Megan's murder by gunshot. He discovers a roll of film in her remains. While the film is developing, he takes Heddy on a date. The pictures reveal that Heddy and the Cardinal are in cahoots with the mob, which is backed up by lesser mob member Karol (Chris Griffin), who discloses his underground alcohol business and his plans to corner the market. Mac heads to the church to confront the Cardinal, only to find him stabbed to death. Officer Ace Hardware (portrayed by Joe Swanson) shows up, stating that the bullet found in Megan matches the ones found in Mac's gun, and the murder turns out to be a setup to frame Mac and get him locked up. Mac is bailed out by newspaper reporter Red Weiner (Brian Griffin) and pursues Heddy to the harbor, where she reveals that she is innocent and was only fleeing the town for her own safety. Mac's cross-dressing secretary Fanny Patbottom (Stewie Griffin) reveals himself to be one of Megan's former orphans, whom she abused while the Cardinal was too busy with his bootlegging. Plotting revenge on everyone who did him wrong, he prepares to kill Mac with his own gun, but is knocked out by Seamus and arrested by Hardware and the police. With the case closed, Mac and Heddy prepare to marry in Hawaii, while Fanny is taken to the asylum to be lobotomized and castrated."
379,20,10,Christmas Crime,6.8,"There is a commercial about Happy Asking Panda which is a toy that has flashing eyes after getting data like collecting passwords and banking information. The Griffins gear up for Christmas as they witness Mayor Wild West unveiling a nativity scene he carved himself, but Brian is feeling cynical about the holiday, mainly because of its emphasis on commercialism. After a few too many drinks at the Drunken Clam, he accidentally rams his car into the nativity scene and hides the evidence by parking it among the other clunkers in the Spirit Airlines parking lot. West begins to question everyone in Quahog about the disappearance of his art, briefly hiring Brian to try and sniff out evidence, but eventually decides to cancel Christmas until the culprit is found, much to the family's disappointment. While picking up his aunt at the airport and getting tipped off by Stewie who wanted a Happy Asking Panda toy, West discovers an imprint of baby Jesus' head in the hood of Brian's car and has him arrested. From his cell at the Quahog Police Department, Brian sees how happy everyone is on Christmas, including Stewie who got his Happy Asking Panda, and discovers that the holiday is not just about commercialism, but also family. West has Brian released from his cell, explaining that it was all a ruse to help him learn the true meaning of Christmas. As Stewie uses the Happy Asking Panda's features, its factory in China is revealed to be using its Happy Asking Panda toy to seize American assets by collecting banking information. The head of the factory learns from one of his workers that they found $17.00 in the Griffin family account, which is not enough to cover the $23.00 used to make it, leading to the factory's collapse."
380,20,11,Mister Act,6.4,"For Valentine's Day, Peter buys Lois a stationary bike known as a ""Pedalton"" after hearing about it during the second hour of The Today Show. Lois quickly becomes addicted to riding it, gaining a buff, athletic physique out of it. Peter is encouraged to try the bike as well, but injures his testicles, resulting in a higher pitched voice. While at church, the pastor makes note of this and has him join the choir, although the choir boys are not pleased with him overshadowing them. Peter recruits Jesus Christ to help him fight back, who trains him in a similar vein to The Karate Kid. He wins, but a crucifix falls on him enough to revert his voice to normal. Meanwhile, Stewie finds himself aroused by Lois' new body and misconstrues all of her gestures as flirting, especially during a ""Mommy & Me"" class, after which she lets him sleep in her bed the following night. When Stewie tries to replicate the ""romantic"" evening, however, he learns that his mother's body has returned to normal, due to her quitting after three days upon realizing how masculine her body was turning out. Lois later does a PSA on neglected exercising equipment."
381,20,12,The Lois Quagmire,6.9,"Lois is invited to her fancy high school reunion. Out of fear of Peter embarrassing her, she asks Quagmire to pose as her husband at the event. Quagmire manages to impress her former schoolmates, upstaging Lois in the process and leaving her feeling left out. Lois later explains to Quagmire that she wanted him to make a move on her so she could turn him down and feel better about herself, but Quagmire says that he was keeping his distance out of respect for her, and that she should have brought Peter along if she wanted that kind of attention. Meanwhile, against Lois' wishes for them to eat healthy food, the other Griffins order pizza only for the delivery man to die of a heart attack on their toilet. They decide to conceal his death by carrying out the rest of his deliveries, having Meg wear his corpse as a disguise, and later decide to push the dead pizza delivery man into the sewers only for Lois to return home and figure out what happened. She is too happy to see Peter to care and apologizes for not inviting him to her reunion, though Peter is pleased that he did not have to come."
382,20,13,Lawyer Guy,6.4,"Peter orders a hammock from a Corona commercial to put in the backyard, but is unable to relax due to his new backyard neighbor's sprinkler. He hires a local lawyer named Brick Baker (Jay Pharoah) to sue his neighbor, but upon arrival in court, he discovers that the neighbor and the lawyer are one and the same. Peter barely wins due to testimony from his friends which they presented to the judge (Wendie Malick); Brick retaliates by sending them to a ""Surfin' Bird"" musical, stealing them from Peter. After a failed attempt at replicating his bar talk with his family, Peter demands his friends come back to him, and Brick relents, as they could not stop talking about Peter in his absence. Meanwhile, Stewie takes Brian to a lobster roll truck after the latter craves one, but due to the long line, they decide to catch some lobsters themselves. Their boat ends up getting rocked by a storm, sending Rupert into the inky depths of the ocean. After failing to rescue him on their first try, Stewie goes alone, only to pass out on the ocean floor, but is saved by Brian."
383,20,14,HBO-No,6.3,"After Peter's uncle passes away, the Griffins decide to use his HBO Max account until his credit card expires. The family turns on the TV, airing three Family Guy parodies of HBO shows: In a spoof of Game of Thrones, Stewie is declared the new heir to the throne, until Peter shows up to take up the crown instead. After the White Walkers invade, John is the only one to survive the war and becomes king. Parodying Succession, Peter attempts to choose which family member will take ownership of his corporation after he dies despite repeatedly claiming he has decades ahead of him. Though none of his kids make the cut, he gives the company to Gwendoline Christie at the last second as she noted that she was late for the Game of Thrones sketch. A gender-swapped version of Big Little Lies airs next with Peter, Joe, Quagmire, and Cleveland meeting Chris for the first time where Chris' son is accused of attacking another student. In addition, they must also solves the mystery of who defecated at the bottom of the school staircase. At the end, only Peter seems to be amused by what they just watched. He is soon shocked to learn from Chris that the three shows they plagiarized have a combined 114 Emmys while Family Guy has none as ""Frolic"" plays in the background."
384,20,15,Hard Boiled Meg,7.1,"While at the bowling alley, Meg crushes on a man named Seymour (Zachary Levi) and offers to drive him home. She quickly discovers that he's a criminal, but gets a rush out of being his getaway driver. Meanwhile, Peter, Quagmire, Cleveland, and Joe go to a virtual reality center called Virtual Reality World. After the experience, Quagmire comes down with a stubborn case of the hiccups which his friends are unable to cure even with assistance from Dr. Hartman and Reverend Lucius (Jay Pharaoh), leaving him sleep-deprived and miserable. Eventually, he begs Peter to kill him, but is unable to talk him out of it after a scratch from Quagmire's cat Principessa cures his hiccups. After a few heists, Seymour plots to rob Ross Dress For Less, a plan that is overheard by a concerned Chris. Once it's pulled off, Seymour is about to profess his love for Meg, before being shot by the police. Peter is driving Quagmire's car, with Quagmire locked in the trunk, while Meg is driving Seymour in Peter's car. Both cars crash into each other, allowing Quagmire to escape. Chris insists that he take the fall for his sister and explains that Seymour was just a figment of her imagination. Tom Tucker later reveals that the hallucination was due to E. coli in the mustard packets that Meg was slurping. In a twist ending, the whole episode is revealed to just be a VR simulation that Seymour was partaking in at Virtual Reality World as he tells the owner that he'd like to try out the Bob's Burgers one."
385,20,16,Prescription Heroine,6.7,"Brian breaks his arm on his way to the door to bark at the delivery man. Lois soon becomes addicted to the painkillers he is prescribed, but can't get her next fix after Brian finishes the bottle. She makes several attempts to nab more drugs. After one attempt almost results in Lois drowning Stewie, Brian intervenes by locking her inside his crate until she can sober up. Meanwhile, Peter prepares to throw away his old ping-pong table before Cleveland offers to take it and repairs it instead. The table quickly becomes a hit among the neighbors, but this leaves Peter annoyed and jealous. After Brick Baker states that he cannot simply take the table back, Peter and Cleveland have a match to decide who keeps it, but end up breaking it in the process. Cleveland is relieved and admits that after 5 days, he got tired of playing ping-pong and having people at his house. Following one last hallucination, Lois decides to quit drugs and instead get high by listening to music that sounds like a drug trip."
386,20,17,All About Alana,6.8,"The episode opens with Peter about to marry a woman named Alana Fitzgerald (Elizabeth Gillies) before a narrating Stewie interrupts and explains the events leading up to this while mentioning that they were similar to All About Eve, Single White Female, Swimfan, and Obsessed. Alana is one of Lois' top piano students who is struggling to afford tuition for the Juilliard School, so Lois offers to let her move in and work for the Griffins in order to earn the money. Alana excels at her chores and gets on almost everyone's good graces, but Lois is suspicious that she's after something more. After Brian tries and fails to confront her, Lois decides to give Alana the money early so she can leave. Alana uses it to pay some thugs to murder Lois, enabling her to live her life in her place while getting her hair changed so that it resembles Lois' hair. Lois is abducted in the parking lot of Stop & Shop, tied up, tossed off a cliff, and Alana leaves a false note making it seem that Lois went off to become a lesbian. Back in the present, Lois crashes into the chapel where the wedding is held as it is below the cliff. Alana reveals that she was just envious of Lois' life and the way Peter loves her and admitting that she never liked Stewie. Alana is then arrested by Joen. Lois later visits Alana at the Quahog State Prison. While Alana apologizes for what she did, Lois begs to swap places with her again after learning what type of amenities the prison provides as she is dragged away by a prison guard. As Alana goes back to her cell, Stewie closes out the narration until Chris comes in stating that his dad allowed him the right get a narration in, and narrates to the viewers about a pornographic parody of All About Eve he saw called All About Beave."
387,20,18,"Girlfriend, Eh?",6.5,"Returning home from Camp Washington Football Team, Chris reveals that he has a girlfriend named Jennifaire and uses his new status to provide Peter with unwanted relationship advice. At Quagmire's suggestion, Peter takes Chris on a road trip to Canada, to prove that his girlfriend really exists. Peter makes several attempts to prove his son is lying, but lets it slip that he doesn't believe he could get a girlfriend because he is a fat loser. Chris is hurt by this. Meanwhile, Stewie breaks a hole in his bedroom wall to a Bizarro World version of Quahog via a treadmill accident following an unseen insult from Doug, so Lois calls over a handyman named Jamie (Justin Hartley), whom both she and Meg end up smitten with. They make several attempts to spoil him while also trying to sabotage each other, but their antics eventually result in Jamie getting flung onto some powerlines that electrocute him and then getting hit by a car leaving his penis out much to the dismay of Stewie. At the funeral, Lois meets his identical twin (also Justin Hartley) only to learn that he doesn't live in Quahog much to Lois and Meg's dismay as Stewie stows away in his luggage. Peter and Chris later make up when Peter confesses that he ""used to be"" a fat loser who faked a relationship in high school. Upon arrival at Jennifaire's house, Chris pretends he made her up in solidarity with his father. While texting her about his dad being a fat loser and to keep sending more nude pictures, Jennifaire texts Chris about a similar thing as she states that her father is Nickelback. The episode ends with Peter at his high school reunion, attempting to maintain his previous lie about a CBC show, but once again to no avail."
388,20,19,First Blood,6.3,"After using the slip 'n' slide at a block party, Stewie discovers some blood in his trunks and suspects that he's getting his period. Brian is convinced that the blood is due to him hurting himself on a bump in the slide, but Stewie doesn't budge until he discovers that he isn't bleeding the next day. Meanwhile, Peter and the guys feel more tired than usual, so Mayor Wild West offers them a weekend at his dude ranch to get their mojo back. He trains them to become cowboys, making them do a cattle run without his help, but a bear attacks them and steals Peter's hat. Learning what spotting is, Stewie assumes that he and Rupert are pregnant. Brian fails to snap him out of it again, but after faking an abortion, Stewie reveals that he knew he wasn't pregnant all along. The guys decide to get back at the bear for the sake of their manhood. They subdue the bear who turns out to be Mayor West in the bear suit the whole time in order to test them. In the end, Lois attends a female version of the dude ranch alongside Bonnie and Donna only to find the activities mundane. When Lois states that she liked the male version of it better, Mayor West states that he liked the original version of Ghostbusters better."
389,20,20,Jersey Bore,6.1,"Preston heads off on a business trip to Atlantic City to meet up with their distributor and decides to bring Peter with him, since he's the least productive worker as Preston's substitute Dan plays Ratatouille to the other workers. Although Peter is hesitant, his friends convince him that business trips can be fun because of the free time outside of the meetings, so he decides to smuggle them along without his boss knowing. Peter tries to visit a bar with the guys during Preston's power nap, but is caught in the act. He convinces Preston to live a little by having him break his sobriety, but this results in a drunken shenanigan-filled night. Meanwhile, Chris bumps into the new girl named Heather and learns through her that the school theater is doing a production of Baz Luhrmann's Romeo + Juliet sponsored by ""Ruth's Chris Steakhouses"". Knowing that she's been cast as Juliet, he decides to audition for the part of Romeo. Stewie helps him land the role with his coaching, but ends up fighting with Principal Shepherd over the direction of the play and eventually has to handle it himself. Though his strict direction causes Heather to quit, it does bring out Chris' raw emotions which is exactly as Stewie planned. The next morning, Peter and the guys are unable to find Preston, giving Peter no choice but to deliver the presentation himself. Breaking from the script, he gives a speech about the wonders of beer which wins over the executives. Preston is revealed to be perfectly fine, having found his first sip disgusting and spent the day watching trains, and is proud of Peter for proving how productive he can be. They go to the docks and see the floating corpses. In the final scene, the Romeo + Juliet play is a success with Chris nailing the role and Stewie playing Juliet. Principal Shepherd even makes a positive comment on the play."
390,21,1,Oscars Guy,7.2,"Nearing the night of the Oscars, Peter decides to pay homage to three different Oscar-winning stories, picking each one by spinning a roulette: The Silence of the Lambs - Clarice Starling (Lois) is tasked by Jack Crawford (Joe) with tracking down a serial killer named Buffalo Bill (Chris) in order to earn a spot at the FBI. When at a prison, she gets some consultation from the imprisoned Hannibal Lecter (Stewie) after being taken there by Frederick Chilton (Brian) where one of his demands is for Mario Lopez to record his answering machine. Once she is gone, Hannibal kills a guard and escapes. After Clarice slays Buffalo Bill and rescues his captive (Meg), Hannibal calls up Clarice. While he doesn't plan on pursuing Clarice, Hannibal asks her to return a favor which she is unable to do. He ends his call by stating that he's having an old friend ""over for dinner"" as he sees Frederick get off an airplane. American Beauty - Lester Burnham (Peter) harbors a crush on his daughter's cheerleading friend, in the midst of learning that his wife is cheating on him and having to switch jobs. His new neighbor (Joe) suspects that he's gay and subsequently shoots him, just before he can get with the cheerleader. Forrest Gump - Forrest Gump (Peter) recalls playing college football and fighting in the Vietnam War, before opening a squid boat and reuniting with childhood friend Jenny (Lois), who won't marry him. Forrest runs nonstop for years, before meeting Jenny again and getting to meet their son (Stewie) before she dies."
391,21,2,Bend or Blockbuster,6.9,"Jealous after seeing the Tubbs-Brown family enjoying each other's company, Lois tries to get her family to spend the day together, but all her attempts fail. Peter suggests watching a movie. Shooting down ideas to watch a movie from Netflix or Amazon Prime, Peter states that they should rent a movie from Blockbuster together. With the local branch closed, he decides to visit the last one in existence, bringing his reluctant family along for the road trip to Bend, Oregon. The Griffins arrive, but Peter is barred from renting any of the movies by the clerk due to the immense late fee for his copy of Ladyhawke which Peter does not have the money to pay. They attempt to flee with the armed Blockbuster clerk and his co-worker (Haley Joel Osment) on their tail, briefly escaping into the forest and taking refuge in an abandoned cabin in the woods. As the two Blockbuster employees corner them and prepare to shoot them, Peter admits his idea was dumb, but his children don't mind as they reveal that they always enjoy his shenanigans. Just before the family can get shot, a group of Amazon delivery drones arrive to fight off the Blockbuster employees and carry the Griffins home. Back at the house, Chris reveals that he ordered Sliver for the family to watch, but Peter realizes that they don't have the right cables to plug in their VCR. Loading a shotgun, Lois suggests visiting the last Circuit City in St. Augustine, Florida to obtain the cables. The family is unaware of Jeff Bezos spying on them through their Alexa device."
